snapshot_id,snapshot_date,repo,plugin_xml,extension_point,element,factory_class,category_path,deprecated,hidden
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.variables.Python2VariablesNodeFactory,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.source.Python2SourceNodeFactory,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.script2.Python2ScriptNodeFactory2,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.view.Python2ViewNodeFactory,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.objectreader2.Python2ObjectReaderNodeFactory2,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.objectwriter2.Python2ObjectWriterNodeFactory2,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.learner2.Python2LearnerNodeFactory2,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.predictor2.Python2PredictorNodeFactory2,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.db.Python2ScriptDBNodeFactory,/scripting/python,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.conda.CondaEnvironmentPropagationNodeFactory,/scripting/conda,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.script.Python2ScriptNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.script1in2out.Python2Script1In2OutNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.script2in1out.Python2Script2In1OutNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.script2in2out.Python2Script2In2OutNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.objectreader.Python2ObjectReaderNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.objectwriter.Python2ObjectWriterNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.learner.Python2LearnerNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python2.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python2.nodes.predictor.Python2PredictorNodeFactory,/scripting/python,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.ext.jython/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.jython.PythonScript11NodeFactory,/labs/jython,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.ext.jython/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.jython.PythonScript21NodeFactory,/labs/jython,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.ext.jython/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.jython.PythonFunctionNodeFactory,/labs/jython,False,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.variables.PythonVariablesNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.source.PythonSourceNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.script.PythonScriptNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.script1in2out.PythonScript1In2OutNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.script2in1out.PythonScript2In1OutNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.script2in2out.PythonScript2In2OutNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.view.PythonViewNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.objectreader.PythonObjectReaderNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.objectwriter.PythonObjectWriterNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.learner.PythonLearnerNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.predictor.PythonPredictorNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-python-legacy,knime-python-legacy/org.knime.python.nodes/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.python.nodes.db.PythonScriptDBNodeFactory,/scripting,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.dml.DmlDocumentParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.sdml.SdmlDocumentParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.pubmed.PubMedDocumentParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.flatfile.FlatFileDocumentParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.pos.PosTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.abner.AbnerTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.bow.BagOfWordsNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.porterstemmer.PorterStemmerNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.kuhlenstemmer.KuhlenStemmerNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.caseconverter.CaseConverterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.diacriticremover.DiacriticRemoverNodeFactory,/applications/textprocessing/preprocessing,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.puncterasure.PunctuationErasureNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.ncharsfilter.NCharsFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.numberfilter.NumberFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.stopwordfilter.StopwordFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.frequencies.tf.TfNodeFactory,/applications/textprocessing/frequencies,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.frequencies.idf.IdfNodeFactory,/applications/textprocessing/frequencies,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.frequencies.filter.FilterNodeFactory,/applications/textprocessing/frequencies,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.pos.PosTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.abner.AbnerTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.nefilter.NamedEntityFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.ne.NamedEntityFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.dict.inport.DictionaryTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.documentvector.DocumentVectorNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.documentvectorhashing.DocumentHashingNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.documentvectoradapter.DocumentVectorAdapterNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.categorytoclass.CategoryToClassNodeFactory,/applications/textprocessing/misc,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.termtostring.TermToStringNodeFactory,/applications/textprocessing/transformation,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.stringstodocument.StringsToDocumentNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.view.documentviewer.DocumentViewerNodeFactory,/applications/textprocessing/misc,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.termvector.TermVectorNodeFactory,/applications/textprocessing/transformation,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.keywordextractor.chisquare.KeywordExtractorNodeFactory,/applications/textprocessing/mining,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.keywordextractor.keygraph.KeygraphNodeFactory,/applications/textprocessing/mining,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.grabber.DocumentGrabberNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.stringtoterm.StringToTermNodeFactory,/applications/textprocessing/transformation,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.replacer.RegExReplacerNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.tagtoString.TagToStringNodeFactory,/applications/textprocessing/transformation,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.documenttostring.DocumentDataExtractorNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.sentenceextraction.SentenceExtractionNodeFactory,/applications/textprocessing/transformation,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.dictreplacer.DictionaryReplacerNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.termgrouper.TermGrouperNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.snowballstemmer.SnowballStemmerNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.stanfordlemmatizer.StanfordLemmatizerNodeFactory,/applications/textprocessing/preprocessing,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.opennlpner.OpennlpNerTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.stringmatcher.StringMatcherNodeFactory,/applications/textprocessing/misc,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.tikalangdetector.TikaLangDetectorNodeFactory,/applications/textprocessing/misc,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.tikaparserinput.TikaParserInputNodeFactory,/applications/textprocessing/misc,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.hyphenator.HyphenatorNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.frequencies.icf.IcfNodeFactory,/applications/textprocessing/frequencies,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.regexfilter.RegExFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.oscar.OscarTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.oscar.OscarTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.termtostructure.TermToStructureNodeFactory,/applications/textprocessing/transformation,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.stanford.StanfordTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.stts.STTSTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.pdf.PDFDocumentParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.word.WordDocumentParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.source.parser.tika.TikaParserNodeFactory,/applications/textprocessing/io,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.view.tagcloud.TagCloudNodeFactory,/applications/textprocessing/misc,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.view.tagcloud.outport.TagCloudNodeFactory,/applications/textprocessing/misc,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.cooccurrencecounter.CooccurrenceCounterNodeFactory,/applications/textprocessing/frequencies,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.dictreplacer.twoinports.DictionaryReplacer2InPortsNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.frenchtreebank.FrenchTreebankTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.pharma.PharmaDefaultTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.misc.ngram.NGramNodeFactory,/applications/textprocessing/frequencies,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.general.GeneralTagFilterNodeFactory,/applications/textprocessing/preprocessing,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.metainfoextraction.MetaInfoExtractionNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.transformation.metainfoinsertion.MetaInfoInsertionNodeFactory,/applications/textprocessing/transformation,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.tagging.dict.wildcard.WildcardTaggerNodeFactory,/applications/textprocessing/tagging,True,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.mining.topic.ParallelTopicExtractorNodeFactory,/applications/textprocessing/mining,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.caseconverter.CaseConverterNodeFactory2,/applications/textprocessing/preprocessing,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.kuhlenstemmer.KuhlenStemmerNodeFactory2,/applications/textprocessing/preprocessing,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.hyphenator.HyphenatorNodeFactory2,/applications/textprocessing/preprocessing,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.ncharsfilter.NCharsFilterNodeFactory2,/applications/textprocessing/preprocessing,False,False
date-2022-01-01,2022-01-01,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/plugin.xml,org.knime.workbench.repository.nodes,node,org.knime.ext.textprocessing.nodes.preprocessing.numberfilter.NumberFilterNodeFactory2,/applications/textprocessing/preprocessing,False,False
